cdr_id,caller_name,receiver_name,call_date,call_duration_seconds,tower_district_id,linked_accused_id,linked_case_id
7362,Vasantha Kulkarni,Ravi Patil,2023-07-02,447,28,,
7363,Deepak Naik,Vishwanath Meti,2023-11-16,543,20,,
7364,Bharathi Bagewadi,Arun Yadav,2023-02-03,108,14,,
7365,Naveen Kulkarni,Siddaraju Reddy,2024-05-16,34,19,,
7366,Suresh Lamani,Darshan Gupta,2024-10-09,305,20,,
7367,Shobha Joshi,Chandrashekar Gupta,2024-02-27,382,1,,
7368,Bharath Hegde,Prasad Salian,2023-06-15,426,3,6553,2602
7369,Suma Ganiger,Ramesh Kumar,2024-03-18,180,29,1208,486
7370,Madhu Kulkarni,Ambika Kulkarni,2024-05-29,277,9,2480,995
7371,Basavaraj Prasad,Renuka Gupta,2023-07-30,428,24,4859,1932
7372,Ashok Angadi,Suresh Ganiger,2024-05-05,249,6,,
7373,Radha Nayak,Pavan Bangera,2024-07-13,153,25,,
7374,Nagaraj Naikar,Yashodha Angadi,2024-11-13,208,2,,
7375,Girish Patil,Suresh Acharya,2024-08-04,237,27,,
7376,Mohan Joshi,Anil Nayak,2023-04-20,123,29,,
7377,Chetan Yadav,Ravi Shankar,2024-09-14,197,23,,
7378,Kavitha Kattimani,Siddaraju Shetty,2023-05-23,198,11,14340,6338
7379,Rajesh Kulkarni,Padma Gowda,2024-05-24,67,12,3369,1345
7380,Kamala Joshi,Nagesh Kambli,2024-01-24,212,20,,
7381,Shobha Joshi,Venkatesh Siddi,2024-11-22,298,14,,
7382,Nagaraj Hegde,Chetan Bangera,2023-02-19,221,22,,
7383,Ramesh Yadav,Krishna Poojary,2023-03-26,263,23,,
7384,Shivanand Devi,Pushpa Poojary,2024-02-07,133,11,,
7385,Renuka Swamy,Nandini Shetty,2023-01-18,594,18,,
7386,Rajesh Kattimani,Vishwanath Naikar,2023-03-21,359,3,6640,2636
7387,Sagar Joshi,Madhu Kulkarni,2023-01-18,54,11,3068,1226
7388,Vishwanath Meti,Nagesh Bai,2023-06-21,58,23,,
7389,Sagar Nayak,Chandrika Salian,2024-04-18,39,14,,
7390,Pushpa Nayak,Rajeshwari Meti,2024-02-27,224,20,,
7391,Renuka Kulkarni,Ganesh Murthy,2024-01-23,453,18,3762,1499
7392,Santosh Reddy,Ravi Kumari,2023-09-13,81,29,,
7393,Deepa Patil,Radha Prasad,2023-08-28,359,7,1675,665
7394,Jagadish Yadav,Shankar Hosamani,2024-04-04,233,13,3850,1532
7395,Rajesh Lamani,Basavaraj Desai,2023-06-12,353,6,5739,2289
7396,Vinay Joshi,Sneha Hosamani,2023-07-21,524,16,,
7397,Mohan Lamani,Prasad Naikar,2023-05-20,109,1,7428,2952
7398,Roopa Angadi,Madhu Kulkarni,2024-10-24,456,2,2245,899
7399,Chetan Swamy,Harish Naik,2024-04-02,408,27,,
7400,Nandini Raju,Mahesh Ganiger,2023-01-22,169,4,,
7401,Prakash Kulkarni,Anitha Patil,2024-11-28,275,13,802,334
7402,Pavan Hegde,Prasad Kambli,2023-07-04,81,14,3858,1537
7403,Bharathi Meti,Radha Prasad,2023-01-29,81,19,6385,2541
7404,Deepa Kumar,Indira Salian,2023-08-07,150,9,,
7405,Jagadish Kumari,Harish Kumari,2024-09-21,445,11,3290,1316
7406,Latha Kumari,Meena Murthy,2024-12-07,103,20,6242,2484
7407,Umesh Savanur,Umesh Angadi,2024-05-03,184,17,7123,2831
7408,Sneha Joshi,Shivakumar Kumar,2024-07-16,247,6,5972,2381
7409,Venkatesh Bai,Deepa Patil,2023-02-16,176,22,15468,6899
7410,Shivakumar Prasad,Sachin Shetty,2024-12-31,34,30,20334,9326
7411,Nandini Swamy,Harish Kumari,2024-08-03,450,12,3220,1283
7412,Naveen Lamani,Vidya Nayak,2023-07-18,85,15,,
7413,Divya Reddy,Arun Yadav,2023-01-12,37,24,5283,2102
7414,Srinivas Siddi,Surya Hosamani,2023-08-31,317,3,6752,2681
7415,Hanumanthappa Bai,Ravi Rao,2024-03-30,521,17,7022,2794
7416,Pooja Poojary,Siddaraju Rao,2023-04-13,527,16,,
7417,Indira Rao,Santosh Angadi,2023-06-09,47,21,6599,2618
7418,Darshan Reddy,Mohan Desai,2024-10-20,266,23,,
7419,Chandrika Shankar,Jyothi Poojary,2023-03-30,195,23,7307,2905
7420,Nagesh Kumari,Shivanand Gowda,2024-09-11,397,4,2129,854
7421,Shivanand Angadi,Nagaraj Naik,2023-12-10,322,24,4435,1772
7422,Santosh Salian,Bharathi Kumar,2024-07-18,357,20,6233,2481
7423,Manjunath Yadav,Yogesh Raju,2023-12-17,349,9,2500,1005
7424,Rekha Murthy,Bharathi Meti,2024-05-14,323,6,4957,1968
7425,Srinivas Murthy,Bharath Yadav,2024-11-09,212,1,,
7426,Anand Savanur,Manoj Acharya,2024-05-22,197,13,885,366
7427,Anand Nayak,Shivanand Gowda,2023-01-14,147,2,2072,827
7428,Pavan Naikar,Deepa Kambli,2024-06-07,577,8,3426,1367
7429,Harish Kulkarni,Nagesh Siddi,2024-04-30,401,26,,
7430,Bharath Yadav,Parvathi Bagewadi,2024-05-23,335,18,,
7431,Umesh Joshi,Radha Kattimani,2024-06-29,378,11,,
7432,Kiran Hegde,Nagaraj Kumari,2023-11-16,499,29,,
7433,Srinivas Yadav,Santosh Nayak,2023-08-05,94,20,6085,2422
7434,Radha Kumar,Surya Joshi,2024-01-17,561,4,,
7435,Latha Hosamani,Divya Reddy,2023-03-19,40,6,5901,2354
7436,Suma Meti,Shankar Yadav,2023-01-11,62,12,,
7437,Madhu Kulkarni,Renuka Savanur,2024-03-06,377,15,2331,933
7438,Bharathi Meti,Yashodha Naik,2023-02-25,44,20,6070,2417
7439,Sachin Bai,Anil Hegde,2023-12-23,561,23,,
7440,Vinay Swamy,Shobha Murthy,2024-07-05,176,10,2835,1136
7441,Bharathi Savanur,Sunitha Yadav,2023-09-05,570,4,,
7442,Arun Angadi,Latha Kulkarni,2024-10-07,517,2,9352,3877
7443,Pushpa Gowda,Kiran Ganiger,2024-02-06,107,7,1714,680
7444,Sneha Prasad,Anand Nayak,2024-05-09,192,2,269,116
7445,Nagesh Murthy,Mangala Kumari,2024-02-19,280,5,,
7446,Indira Rao,Pushpa Naikar,2023-01-21,319,21,6797,2699
7447,Pushpa Gowda,Deepa Reddy,2023-09-27,435,7,1816,723
7448,Vasantha Kumar,Sunitha Patil,2023-09-19,545,2,18,9
7449,Ashok Poojary,Pavan Hegde,2023-04-08,146,17,1802,717
7450,Hanumanthappa Bai,Ramesh Hosamani,2024-07-04,275,17,6855,2725
7451,Priya Kumari,Divya Bai,2023-04-28,599,29,,
7452,Radha Kumar,Vasantha Bai,2023-03-28,411,7,1649,656
7453,Darshan Poojary,Jagadish Rao,2023-03-24,340,9,,
7454,Nagesh Kattimani,Kumaraswamy Hiremath,2023-09-05,159,16,,
7455,Suresh Kumari,Harish Murthy,2023-06-09,82,29,1790,713
7456,Krishna Yadav,Swathi Bhat,2023-10-05,533,16,7005,2788
7457,Deepa Bagewadi,Pavan Shetty,2024-07-13,381,3,,
7458,Radha Angadi,Shivakumar Kattimani,2023-11-26,199,3,,
7459,Rajesh Gupta,Renuka Kumar,2024-01-24,125,19,,
7460,Shivanand Kumar,Surya Hosamani,2024-05-16,151,21,614,257
7461,Ashok Angadi,Ravi Gupta,2023-09-30,284,18,,
7462,Gopal Naik,Rajesh Devi,2024-05-08,485,10,2984,1194
7463,Manoj Acharya,Hanumanthappa Savanur,2024-06-14,249,6,5121,2039
7464,Hanumanthappa Bangera,Deepa Joshi,2024-01-26,159,28,,
7465,Lakshman Bangera,Harish Kattimani,2024-10-22,107,8,,
7466,Vinay Raju,Mahesh Gupta,2024-04-12,236,20,,
7467,Vinay Angadi,Bharath Shankar,2023-05-13,506,21,,
7468,Pavan Shetty,Girish Kumar,2023-07-30,439,9,2383,953
7469,Ganesh Kattimani,Shivakumar Hiremath,2023-08-23,213,11,,
7470,Gopal Gowda,Anitha Siddi,2023-07-24,230,17,6811,2707
7471,Shankar Poojary,Meena Swamy,2023-12-12,414,12,,
7472,Roopa Angadi,Mangala Raju,2024-07-24,186,4,2212,885
7473,Basavaraj Joshi,Harish Desai,2023-04-04,322,30,,
7474,Ganesh Devi,Krishna Naikar,2024-07-24,406,9,,
7475,Kavitha Bagewadi,Kavitha Kumar,2023-09-14,419,11,,
7476,Kiran Patil,Girish Kambli,2023-07-03,473,4,2170,871
7477,Saraswathi Patil,Manjunath Bai,2023-10-20,479,1,7350,2924
7478,Yogesh Yadav,Anil Bhat,2024-08-27,589,16,6887,2739
7479,Srinivas Gupta,Kumaraswamy Kumari,2023-10-24,468,26,,
7480,Srinivas Siddi,Suma Kambli,2024-08-09,488,3,6479,2576
7481,Srinivas Reddy,Vinay Raju,2023-08-06,34,1,,
7482,Shivanand Gowda,Deepak Hegde,2023-12-29,555,13,3882,1546
7483,Vasantha Kattimani,Geetha Lamani,2023-09-16,239,21,,
7484,Darshan Bhat,Shivanand Hosamani,2024-05-13,459,25,4522,1805
7485,Srinivas Kulkarni,Vishwanath Ganiger,2023-10-05,37,25,,
7486,Darshan Bhat,Anitha Kulkarni,2024-01-27,327,25,4602,1837
7487,Santosh Desai,Ashok Shetty,2023-05-23,462,24,4723,1879
7488,Nagesh Kambli,Ambika Naik,2024-08-06,356,18,,
7489,Pavan Joshi,Nagesh Murthy,2024-09-25,351,5,,
7490,Ramesh Lamani,Shilpa Kattimani,2024-11-12,237,19,6154,2448
7491,Vishwanath Acharya,Chandrika Joshi,2023-09-29,39,17,6925,2755
7492,Prakash Rao,Venkatesh Gowda,2023-01-12,253,28,,
7493,Prasad Hegde,Nagesh Gowda,2024-01-24,110,11,,
7494,Renuka Bangera,Ramesh Lamani,2023-10-24,361,25,4774,1898
7495,Lakshman Shetty,Shivanand Hosamani,2023-08-04,566,4,2175,872
7496,Prasad Siddi,Ashok Desai,2024-06-22,51,9,,
7497,Surya Kambli,Divya Yadav,2023-07-03,553,18,,
7498,Sagar Joshi,Madhu Kulkarni,2024-09-15,269,11,3367,1344
7499,Mohan Kumar,Ramesh Lamani,2023-01-23,502,21,605,254
7500,Jagadish Yadav,Shivanand Desai,2024-04-25,436,14,3988,1593
7501,Ramesh Angadi,Sachin Ganiger,2024-11-23,539,20,1636,652
7502,Shivanand Hosamani,Basavaraj Ganiger,2023-01-16,440,2,2249,900
7503,Manjunath Kambli,Manjunath Shetty,2024-05-04,307,4,,
7504,Arun Shetty,Rashmi Hegde,2024-12-14,485,15,928,381
7505,Girish Bagewadi,Sneha Shankar,2024-05-16,387,9,,
7506,Indira Gupta,Siddaraju Salian,2024-07-11,385,26,,
7507,Suma Bhat,Hanumanthappa Salian,2024-04-19,122,4,,
7508,Bharath Shankar,Anitha Siddi,2024-08-13,488,29,1456,582
7509,Harish Kumari,Krishna Gowda,2024-06-01,419,2,5392,2145
7510,Shivanand Gowda,Chetan Poojary,2024-01-18,540,13,3895,1552
7511,Darshan Bhat,Jyothi Joshi,2024-05-18,460,24,4806,1910
7512,Geetha Desai,Shivanand Bangera,2024-02-26,377,5,,
7513,Saraswathi Patil,Ganesh Kattimani,2023-05-09,223,23,7178,2854
7514,Shankar Hosamani,Sneha Prasad,2023-06-21,570,25,5500,2191
7515,Santosh Nayak,Ganesh Ganiger,2024-06-09,502,3,6451,2565
7516,Chandrika Joshi,Basavaraj Ganiger,2023-12-04,262,12,3225,1286
7517,Krishna Kumar,Basavaraj Gupta,2024-09-24,50,13,,
7518,Arun Yadav,Nagesh Kambli,2023-01-17,387,9,2471,991
7519,Priya Swamy,Nagaraj Lamani,2023-03-02,230,3,472,201
7520,Priya Kumari,Yogesh Devi,2023-10-13,464,16,6937,2760
7521,Girish Meti,Mohan Ganiger,2024-11-10,404,24,,
7522,Gopal Hiremath,Shankar Naikar,2024-05-23,557,1,7457,2963
7523,Gopal Siddi,Rekha Kambli,2024-02-26,128,3,,
7524,Rajesh Kattimani,Nandini Hosamani,2023-11-08,485,3,6419,2552
7525,Saraswathi Patil,Nandini Swamy,2023-12-13,371,1,7235,2878
7526,Bharath Hegde,Chandrashekar Salian,2024-02-20,591,21,6509,2584
7527,Padma Yadav,Ramesh Naikar,2024-03-18,150,6,,
7528,Nandish Hiremath,Padma Bagewadi,2023-09-09,45,2,1978,790
7529,Pushpa Kumar,Sunitha Acharya,2023-11-04,292,29,15071,6706
7530,Radha Raju,Ambika Nayak,2024-01-08,433,3,430,185
7531,Madhu Kambli,Sunitha Yadav,2023-05-06,232,11,,
7532,Anand Nayak,Vidya Salian,2024-11-14,398,2,1971,788
7533,Vinay Kumari,Latha Hosamani,2024-01-14,111,1,,
7534,Latha Nayak,Gopal Lamani,2023-12-09,375,3,,
7535,Deepak Ganiger,Jagadish Shetty,2023-11-16,219,19,,
7536,Santosh Salian,Shobha Kulkarni,2023-05-16,538,20,6399,2544
7537,Suresh Ganiger,Divya Kumari,2023-10-23,136,6,5993,2390
7538,Harish Patil,Suresh Nayak,2022-12-29,161,18,3420,1365
7539,Girish Bai,Kavitha Nayak,2023-05-03,138,10,2814,1128
7540,Shivanand Hosamani,Siddaraju Prasad,2024-01-08,552,15,2415,967
7541,Prasad Naikar,Chandrika Shankar,2023-02-07,435,2,2168,870
7542,Mahesh Gupta,Nandini Gowda,2023-02-02,262,24,5483,2186
7543,Sunitha Bangera,Siddaraju Bangera,2024-01-13,515,2,,
7544,Manjunath Desai,Asha Naikar,2024-07-03,218,15,,
7545,Lakshman Poojary,Nagaraj Kulkarni,2024-08-03,282,23,14860,6604
7546,Ramesh Naik,Mahesh Bhat,2023-08-04,373,1,4170,1670
7547,Renuka Gupta,Hanumanthappa Bai,2024-05-19,460,3,467,200
7548,Pavan Naikar,Suresh Nayak,2023-02-13,356,8,3507,1400
7549,Ashok Shetty,Shivanand Kumar,2023-10-09,486,8,3449,1375
7550,Santosh Desai,Prasad Kambli,2023-08-18,41,25,4819,1917
7551,Shobha Nayak,Harish Joshi,2024-08-07,325,16,,
7552,Sharada Desai,Kumaraswamy Hegde,2023-05-09,575,17,1538,609
7553,Naveen Meti,Shivakumar Kumari,2024-12-21,363,2,192,81
7554,Siddaraju Prasad,Vasantha Bai,2023-03-28,290,13,3926,1565
7555,Chandrika Angadi,Yogesh Raju,2024-02-24,560,3,6685,2653
7556,Jyothi Poojary,Ramesh Angadi,2024-01-23,386,24,4515,1803
7557,Sneha Swamy,Radha Murthy,2024-06-10,101,6,,
7558,Santosh Gowda,Kiran Nayak,2023-03-26,462,5,762,315
7559,Yashodha Naikar,Priya Devi,2024-04-20,235,17,,
7560,Saraswathi Patil,Shivakumar Hegde,2024-09-03,385,1,7421,2950
7561,Chandrashekar Bagewadi,Jagadish Joshi,2023-05-04,150,28,1214,488
7562,Hanumanthappa Naik,Chandrika Naik,2023-08-29,229,18,,
7563,Vidya Prasad,Shankar Shankar,2023-04-04,65,11,,
7564,Mangala Lamani,Vidya Shankar,2023-06-07,146,10,2650,1064
7565,Krishna Salian,Kumaraswamy Acharya,2024-02-21,202,30,19433,8883
7566,Sagar Joshi,Yogesh Bhat,2024-08-11,514,12,3157,1259
7567,Anand Savanur,Indira Rao,2023-08-07,511,5,730,302
7568,Manoj Bai,Lakshman Shetty,2024-12-02,439,7,1711,679
7569,Mohan Patil,Prakash Raju,2023-02-24,436,21,,
7570,Chandrashekar Yadav,Girish Gupta,2024-05-29,113,3,,
7571,Venkatesh Hegde,Sneha Swamy,2024-06-05,556,29,,
7572,Chandrika Shankar,Venkatesh Ganiger,2023-03-01,275,1,7389,2938
7573,Vinay Kulkarni,Surya Savanur,2024-01-17,473,20,,
7574,Suresh Raju,Anil Meti,2023-01-11,540,12,,
7575,Anand Devi,Pavan Naikar,2023-05-09,187,30,,
7576,Pushpa Gowda,Roopa Hegde,2024-01-20,514,17,1667,663
7577,Ganesh Acharya,Sachin Yadav,2023-02-15,416,13,,
7578,Anand Savanur,Yashodha Poojary,2024-02-19,315,11,,
7579,Mangala Swamy,Priya Kattimani,2024-12-12,410,13,1016,412
7580,Swathi Bagewadi,Sachin Bagewadi,2024-09-22,279,22,,
7581,Anand Gupta,Bharath Yadav,2024-03-26,228,15,,
7582,Vishwanath Nayak,Suma Ganiger,2023-08-18,96,30,2516,1011
7583,Geetha Nayak,Shilpa Hiremath,2023-06-06,510,3,623,261
7584,Vinay Shetty,Sunitha Poojary,2024-02-20,250,24,,
7585,Srinivas Rao,Nandish Murthy,2024-10-09,567,20,,
7586,Chandrika Bangera,Vinay Bhat,2023-06-24,252,23,,
7587,Roopa Kumar,Mangala Hiremath,2023-09-29,490,23,21328,9809
7588,Sunitha Yadav,Suresh Shetty,2024-10-09,489,20,,
7589,Shivanand Kumar,Roopa Angadi,2023-06-07,119,3,606,255
7590,Mangala Raju,Sneha Prasad,2024-10-30,218,10,2663,1068
7591,Gopal Gowda,Suresh Kumari,2023-04-21,410,17,,
7592,Ganesh Patil,Radha Prasad,2024-09-12,124,26,,
7593,Ashok Hiremath,Girish Nayak,2023-12-17,34,4,1935,773
7594,Ganesh Ganiger,Ramesh Hosamani,2023-10-23,224,25,4773,1898
7595,Suresh Ganiger,Hanumanthappa Savanur,2024-04-04,447,29,5980,2384
7596,Ambika Meti,Shilpa Bangera,2023-09-16,290,10,,
7597,Ramesh Devi,Prasad Devi,2023-05-27,379,17,,
7598,Asha Bhat,Vishwanath Shankar,2024-05-08,215,22,,
7599,Ganesh Kumari,Rajeshwari Raju,2023-06-21,448,18,,
7600,Santosh Gowda,Divya Rao,2023-07-27,269,5,768,318
7601,Savitha Savanur,Kamala Salian,2023-01-18,284,1,,
7602,Shobha Kulkarni,Shivanand Gowda,2024-12-19,39,29,,
7603,Mohan Kumar,Umesh Bai,2023-02-15,589,8,,
7604,Vishwanath Naikar,Krishna Kambli,2023-08-04,377,17,1814,722
7605,Arun Salian,Lakshman Yadav,2023-07-31,461,22,,
7606,Radha Bagewadi,Santosh Gowda,2023-02-01,368,19,6027,2402
7607,Shankar Hosamani,Savitha Kattimani,2024-01-20,216,19,6373,2535
7608,Suma Ganiger,Shobha Murthy,2023-12-08,297,6,1248,502
7609,Anand Savanur,Suresh Ganiger,2023-03-22,72,15,2450,981
7610,Mohan Hiremath,Geetha Bai,2024-07-12,373,20,15779,7035
7611,Venkatesh Poojary,Latha Meti,2024-11-03,542,1,11248,4781
7612,Venkatesh Joshi,Pavan Bangera,2024-10-15,109,5,,
7613,Ashok Kambli,Mangala Raju,2024-09-08,163,6,4271,1710
7614,Jyothi Murthy,Darshan Gupta,2023-02-04,211,17,,
7615,Chetan Meti,Shilpa Bai,2024-04-25,509,23,,
7616,Nagesh Kumari,Nagesh Ganiger,2024-09-15,367,4,2017,805
7617,Hanumanthappa Savanur,Yogesh Bhat,2023-01-21,108,24,5602,2230
7618,Lakshman Prasad,Bharath Naik,2024-04-20,541,18,10480,4421
7619,Ganesh Ganiger,Nagesh Ganiger,2023-02-12,136,25,4513,1802
7620,Jyothi Poojary,Vishwanath Desai,2023-12-01,47,24,4559,1821
7621,Shankar Hosamani,Vishwanath Desai,2023-05-18,547,25,5387,2142
7622,Harish Kumari,Deepa Kattimani,2024-05-15,78,2,5378,2138
7623,Yogesh Yadav,Ramesh Bagewadi,2023-10-05,67,16,7007,2788
7624,Chandrika Shankar,Radha Kumar,2023-10-05,135,23,7520,2990
7625,Radha Kattimani,Latha Yadav,2024-03-28,330,23,,
7626,Indira Bagewadi,Renuka Savanur,2023-10-13,568,21,489,209
7627,Shankar Bagewadi,Nagesh Savanur,2023-06-04,34,10,13623,5965
7628,Harish Patil,Indira Rao,2023-07-10,264,18,3396,1354
7629,Sagar Lamani,Jagadish Rao,2024-11-24,548,11,9197,3801
7630,Kiran Patil,Madhu Prasad,2024-09-20,291,2,2115,849
7631,Mahesh Gupta,Yashodha Naik,2023-12-09,423,24,5517,2196
7632,Padma Bagewadi,Madhu Meti,2024-01-18,115,12,3050,1218
7633,Mangala Meti,Krishna Nayak,2024-08-16,91,22,,
7634,Parvathi Poojary,Gopal Joshi,2023-07-20,369,16,,
7635,Savitha Kattimani,Rajesh Yadav,2024-06-27,64,15,,
7636,Manjunath Shankar,Radha Raju,2023-01-28,265,15,2270,908
7637,Sagar Bangera,Kamala Patil,2024-12-21,294,16,,
7638,Rajesh Kulkarni,Gopal Murthy,2023-02-08,568,11,3201,1277
7639,Arun Hegde,Lakshman Shetty,2024-02-05,30,17,1685,669
7640,Ganesh Murthy,Gopal Gowda,2023-12-02,534,25,4531,1810
7641,Surya Hosamani,Rajesh Devi,2023-01-29,505,2,5530,2201
7642,Basavaraj Swamy,Jyothi Poojary,2023-07-15,190,1,7513,2988
7643,Hanumanthappa Salian,Siddaraju Reddy,2024-10-26,273,30,2619,1050
7644,Rashmi Bai,Nagaraj Gowda,2024-12-12,519,28,,
7645,Jagadish Bai,Vishwanath Acharya,2024-10-24,261,29,,
7646,Ashok Patil,Santosh Desai,2024-06-04,585,20,6212,2472
7647,Chandrika Gupta,Vinay Gupta,2023-03-16,107,20,,
7648,Ramesh Naik,Chetan Gupta,2023-12-12,567,1,4285,1714
7649,Padma Gowda,Anil Bhat,2024-12-17,390,29,5996,2392
7650,Srinivas Gowda,Jyothi Poojary,2024-02-19,502,18,,
7651,Bharath Swamy,Swathi Bhat,2024-09-17,551,17,7050,2804
7652,Girish Nayak,Rekha Murthy,2023-04-13,95,7,1518,603
7653,Anil Lamani,Saraswathi Poojary,2024-12-26,285,11,,
7654,Vinay Raju,Venkatesh Desai,2024-02-22,175,1,,
7655,Santosh Siddi,Lakshmi Poojary,2023-04-07,409,3,19225,8778
7656,Krishna Bagewadi,Manoj Acharya,2023-08-28,391,17,1623,647
7657,Mangala Raju,Shivakumar Kumari,2023-06-19,424,27,2675,1074
7658,Nandini Kattimani,Kiran Naik,2023-08-21,378,14,,
7659,Jyothi Poojary,Venkatesh Reddy,2023-06-16,181,12,,
7660,Sneha Joshi,Ramesh Angadi,2023-02-28,125,6,5665,2257
7661,Prakash Angadi,Saraswathi Acharya,2023-11-16,136,9,,
7662,Anand Lamani,Basavaraj Murthy,2023-01-08,127,30,,
7663,Rajesh Prasad,Prakash Kulkarni,2024-06-15,165,26,9789,4095
7664,Sachin Bhat,Bharath Kattimani,2024-04-26,593,29,1220,490
7665,Nagesh Kumari,Sneha Joshi,2024-06-15,31,4,1925,768
7666,Anand Desai,Umesh Joshi,2024-09-03,343,1,,
7667,Swathi Reddy,Srinivas Nayak,2023-01-01,457,7,,
7668,Arun Rao,Sneha Gowda,2024-10-14,112,22,19287,8808
7669,Renuka Bagewadi,Yashodha Naik,2024-04-16,119,20,6322,2517
7670,Rajesh Kulkarni,Shobha Murthy,2023-05-15,257,11,3176,1266
7671,Sunitha Meti,Renuka Bangera,2023-11-23,82,2,,
7672,Ashok Kumari,Rekha Naik,2024-03-01,538,1,109,46
7673,Manoj Acharya,Surya Hosamani,2023-03-26,161,6,5063,2015
7674,Latha Kumar,Lakshman Meti,2024-04-11,304,21,677,283
7675,Santosh Shetty,Jyothi Hosamani,2024-01-10,182,7,10731,4539
7676,Nagesh Acharya,Geetha Lamani,2024-10-13,448,1,,
7677,Jyothi Kattimani,Mohan Naik,2023-02-22,453,4,,
7678,Swathi Devi,Meena Kambli,2023-11-15,145,15,,
7679,Jyothi Desai,Manjunath Ganiger,2024-02-12,578,1,7523,2991
7680,Shankar Hosamani,Shivanand Gowda,2023-04-17,589,24,5556,2212
7681,Parvathi Bagewadi,Madhu Devi,2023-07-25,577,23,,
7682,Priya Devi,Vinay Swamy,2023-11-19,277,28,1225,493
7683,Divya Kumari,Pushpa Naikar,2023-02-28,411,1,7241,2880
7684,Mahesh Poojary,Gopal Gowda,2024-09-01,546,17,1545,615
7685,Mahesh Raju,Vishwanath Patil,2023-05-29,499,13,,
7686,Meena Kattimani,Deepa Salian,2024-10-12,321,23,,
7687,Geetha Raju,Suresh Shetty,2024-07-22,557,17,,
7688,Chandrika Ganiger,Geetha Poojary,2024-11-06,262,10,,
7689,Prasad Naikar,Shivanand Hosamani,2023-01-15,216,2,2052,819
7690,Shivakumar Hegde,Chandrika Joshi,2023-01-03,469,3,6713,2664
7691,Ganesh Ganiger,Arun Shetty,2023-04-29,295,25,4573,1826
7692,Deepa Devi,Anand Prasad,2023-10-25,468,12,,
7693,Parvathi Bagewadi,Yashodha Kumar,2023-12-03,464,5,,
7694,Manjunath Bai,Mangala Swamy,2024-03-13,259,17,1820,724
7695,Yashodha Naik,Ambika Patil,2023-06-20,455,6,1494,595
7696,Manjunath Desai,Sharada Desai,2023-05-20,128,27,2677,1075
7697,Harish Naik,Santosh Acharya,2024-03-22,64,18,,
7698,Radha Acharya,Renuka Lamani,2024-08-09,412,6,,
7699,Rekha Naik,Deepa Kambli,2024-06-23,208,20,6183,2459
7700,Chandrika Shankar,Girish Bagewadi,2023-03-11,291,1,7210,2870
7701,Naveen Yadav,Vasantha Poojary,2023-05-19,145,3,,
7702,Ravi Rao,Vasantha Bai,2024-07-13,587,1,281,122
7703,Divya Reddy,Ashok Poojary,2024-07-30,280,24,5649,2250
7704,Ashok Poojary,Rekha Naik,2024-09-14,41,12,3084,1233
7705,Santosh Reddy,Indira Kulkarni,2024-11-22,285,12,,
7706,Hanumanthappa Naik,Lakshman Kumari,2024-08-24,395,9,16124,7209
7707,Manoj Bai,Srinivas Siddi,2023-09-04,335,7,1812,720
7708,Ambika Kulkarni,Shobha Murthy,2023-06-21,336,6,1493,595
7709,Indira Poojary,Yashodha Naik,2024-04-21,269,7,,
7710,Chetan Poojary,Krishna Yadav,2024-12-16,147,12,,
7711,Mohan Lamani,Prasad Salian,2023-07-16,213,23,7249,2884
7712,Divya Yadav,Nandish Patil,2023-06-02,437,20,,
7713,Madhu Kattimani,Nandish Naikar,2024-08-04,115,26,10215,4302
7714,Kumaraswamy Hegde,Priya Kumari,2024-03-27,365,13,3947,1573
7715,Jyothi Desai,Krishna Gowda,2024-03-20,236,23,7544,3000
7716,Anand Nayak,Srinivas Gowda,2023-08-03,247,2,1970,787
7717,Nandini Gowda,Vidya Raju,2024-04-17,365,24,4470,1787
7718,Saraswathi Raju,Ganesh Kambli,2023-10-26,585,2,,
7719,Mahesh Raju,Darshan Gupta,2024-06-06,398,13,,
7720,Shankar Hosamani,Prasad Kumar,2024-06-17,367,25,5577,2220
7721,Anil Naikar,Srinivas Yadav,2024-08-16,395,29,1177,472
7722,Manjunath Bagewadi,Pushpa Salian,2023-07-15,160,2,61,26
7723,Suresh Shetty,Mahesh Kambli,2023-11-04,337,3,,
7724,Shivakumar Hegde,Renuka Bagewadi,2023-06-14,475,21,6435,2558
7725,Venkatesh Ganiger,Umesh Savanur,2023-04-09,297,29,1421,570
7726,Anand Hegde,Suresh Siddi,2024-02-26,206,12,,
7727,Madhu Devi,Vinay Acharya,2023-07-29,355,2,,
7728,Sagar Hiremath,Asha Hegde,2023-12-29,377,28,13858,6082
7729,Anand Savanur,Madhu Kulkarni,2023-09-23,509,15,2557,1028
7730,Harish Swamy,Latha Naikar,2023-03-08,152,23,,
7731,Yogesh Yadav,Deepak Hegde,2023-03-02,205,17,6910,2746
7732,Ganesh Kattimani,Mahesh Desai,2024-06-10,421,25,5295,2107
7733,Ganesh Ganiger,Krishna Naik,2023-03-12,248,22,10758,4552
7734,Siddaraju Prasad,Nandish Hiremath,2023-10-05,233,14,3781,1505
7735,Anand Nayak,Mohan Kumar,2023-05-28,548,4,2098,839
7736,Lakshmi Naikar,Priya Lamani,2023-08-15,68,21,,
7737,Ganesh Bai,Girish Ganiger,2024-05-07,66,15,,
7738,Shivanand Hosamani,Padma Gowda,2023-12-15,408,2,2104,843
