txn_id,sender_name,receiver_name,amount,txn_date,txn_type,linked_case_id,linked_accused_id,is_suspicious
14080,Santosh Meti,Pushpa Hegde,52139.67,2024-09-02,Cash,,,0
14081,Latha Kumari,Roopa Angadi,1238.04,2023-10-10,NEFT,2424,6089,0
14082,Venkatesh Gupta,Shilpa Shankar,2350.85,2023-09-26,UPI,,,0
14083,Ashok Kumari,Hanumanthappa Salian,254443.34,2023-04-07,UPI,110,255,1
14084,Deepa Bagewadi,Anand Hiremath,386854.31,2024-01-24,UPI,,,0
14085,Radha Bagewadi,Santosh Desai,14306.38,2024-03-31,NEFT,2491,6258,0
14086,Vishwanath Nayak,Ashok Kumari,13299.76,2024-04-01,Cash,950,2373,0
14087,Kiran Hegde,Chandrika Angadi,6764.6,2024-08-23,IMPS,,,0
14088,Prasad Bai,Vinay Shetty,4231.53,2023-04-11,IMPS,5553,12804,0
14089,Savitha Ganiger,Girish Kambli,6320.79,2023-10-12,NEFT,,,0
14090,Shankar Bangera,Vasantha Kambli,2890.7,2024-01-01,NEFT,696,1753,0
14091,Rajesh Raju,Suma Devi,59395.08,2024-08-14,NEFT,,,1
14092,Madhu Kulkarni,Latha Kumar,4335.36,2023-10-20,UPI,1454,3651,0
14093,Hanumanthappa Bangera,Rajesh Gupta,287914.11,2023-05-22,NEFT,,,0
14094,Ganesh Kattimani,Manoj Acharya,10134.26,2024-03-02,NEFT,2136,5374,0
14095,Mahesh Desai,Suma Ganiger,58810.51,2023-04-05,Cash,4860,11401,0
14096,Bharathi Meti,Nandini Hosamani,47242.74,2023-05-11,NEFT,2416,6068,1
14097,Bharath Hegde,Anil Bhat,7595.59,2023-11-09,IMPS,2586,6516,1
14098,Chetan Kumari,Darshan Bhat,10286.71,2023-09-28,NEFT,1100,2748,0
14099,Meena Nayak,Ravi Rao,24810.87,2023-12-28,UPI,6846,15357,0
14100,Suma Meti,Gopal Murthy,4049.56,2023-05-15,UPI,2094,5257,1
14101,Sagar Raju,Kamala Bai,43880.9,2024-05-31,IMPS,,,0
14102,Ganesh Murthy,Pushpa Salian,551.92,2023-10-05,NEFT,1804,4519,0
14103,Girish Nayak,Chetan Salian,78532.74,2023-07-15,Cash,672,1694,1
14104,Vasantha Lamani,Shivakumar Lamani,189608.43,2024-09-15,IMPS,2602,6553,0
14105,Shilpa Bai,Priya Gupta,753843.68,2024-07-03,NEFT,,,1
14106,Mangala Desai,Suresh Shetty,500,2024-12-13,NEFT,,,0
14107,Srinivas Kambli,Mahesh Joshi,1831.28,2023-09-07,NEFT,,,0
14108,Shilpa Desai,Ramesh Lamani,5446.98,2023-07-28,NEFT,9074,19825,0
14109,Shivakumar Bai,Sachin Gupta,54161.22,2023-03-23,IMPS,,,0
14110,Nagaraj Lamani,Ganesh Ganiger,16753.25,2023-05-18,IMPS,2346,5885,1
14111,Surya Yadav,Hanumanthappa Shankar,558.92,2023-08-26,UPI,,,1
14112,Surya Kumar,Lakshman Bagewadi,21122.53,2024-09-03,NEFT,3411,8391,0
14113,Shilpa Bangera,Yogesh Raju,71435.45,2023-11-30,IMPS,7838,17331,0
14114,Sharada Rao,Pooja Kulkarni,62791.22,2024-09-22,Cash,,,0
14115,Rajeshwari Gowda,Santosh Gupta,138004.05,2023-07-30,UPI,,,0
14116,Renuka Savanur,Lakshman Meti,500,2023-09-17,Cash,1144,2852,1
14117,Srinivas Yadav,Prasad Salian,159369.41,2024-09-21,IMPS,2405,6034,1
14118,Shivanand Kulkarni,Srinivas Bai,500,2024-01-24,Cash,3250,8043,0
14119,Manjunath Bagewadi,Nagesh Ganiger,133577.16,2024-05-24,NEFT,6,14,1
14120,Prakash Hegde,Pushpa Joshi,5248.94,2023-04-15,Cash,1523,3821,0
14121,Rekha Murthy,Yogesh Raju,799.62,2023-09-19,IMPS,2072,5209,0
14122,Saraswathi Hosamani,Sneha Reddy,2112.44,2024-07-10,NEFT,,,0
14123,Suresh Murthy,Swathi Naikar,58454.79,2024-06-24,NEFT,,,0
14124,Harish Meti,Shivanand Desai,110055.52,2024-12-13,NEFT,770,1928,0
14125,Mohan Bagewadi,Srinivas Kulkarni,1395.9,2023-01-07,Cash,1403,3514,1
14126,Rashmi Hegde,Madhu Prasad,28184.63,2023-04-30,Cash,1450,3638,1
14127,Chetan Poojary,Radha Kumar,500,2024-06-12,UPI,2934,7378,0
14128,Arun Kumari,Anand Lamani,799.36,2024-05-21,IMPS,,,1
14129,Radha Kumar,Rajesh Kattimani,5647.34,2024-05-29,UPI,656,1649,0
14130,Vidya Hiremath,Girish Kumari,13647.04,2023-02-06,UPI,,,0
14131,Prasad Hiremath,Anand Naik,153787.75,2023-05-22,UPI,255,606,1
14132,Shivanand Desai,Basavaraj Prasad,2080.38,2023-12-22,NEFT,1651,4125,0
14133,Vishwanath Murthy,Rajesh Kulkarni,2307.94,2024-08-31,Cash,2091,5252,1
14134,Indira Raju,Manjunath Savanur,2893.45,2024-07-08,UPI,1828,4578,0
14135,Darshan Gupta,Vinay Raju,27290.05,2024-03-19,Cash,,,0
14136,Ashok Bhat,Indira Salian,875.52,2024-05-09,NEFT,3779,9147,0
14137,Pushpa Salian,Prakash Kumar,38292.28,2024-03-26,NEFT,1323,3306,1
14138,Girish Kambli,Swathi Salian,1018.9,2023-01-20,UPI,,,0
14139,Santosh Nayak,Girish Patil,14793.3,2024-08-01,UPI,3920,9438,1
14140,Latha Meti,Anil Yadav,11681.85,2024-03-08,Cash,,,0
14141,Yashodha Savanur,Jyothi Kumar,59058.45,2023-08-22,NEFT,,,0
14142,Shilpa Desai,Surya Naikar,10361.81,2023-02-17,NEFT,2855,7179,0
14143,Vidya Raju,Chandrika Angadi,749953.18,2024-06-19,NEFT,2632,6631,0
14144,Prakash Bai,Geetha Savanur,11598.61,2023-11-14,Cash,,,0
14145,Manoj Poojary,Geetha Kumar,29849.31,2024-03-27,UPI,,,0
14146,Krishna Poojary,Savitha Patil,11882.36,2023-06-07,UPI,,,1
14147,Girish Nayak,Sneha Joshi,2946.18,2024-08-05,UPI,718,1806,1
14148,Meena Gowda,Renuka Bagewadi,16650.56,2024-02-20,IMPS,1792,4488,0
14149,Radha Patil,Nandish Salian,1398.69,2023-08-14,IMPS,,,0
14150,Pushpa Joshi,Mahesh Shetty,55992.47,2023-03-26,UPI,,,0
14151,Radha Raju,Srinivas Gowda,22641.14,2023-10-26,Cash,300,721,0
14152,Yogesh Devi,Shobha Kulkarni,2596.87,2024-12-24,NEFT,119,277,1
14153,Suresh Naikar,Suma Patil,4762.86,2023-01-16,UPI,99,228,0
14154,Jyothi Desai,Arun Raju,4992.24,2024-07-30,Cash,2862,7196,0
14155,Darshan Kattimani,Hanumanthappa Reddy,500,2023-11-21,IMPS,1383,3467,0
14156,Radha Shankar,Santosh Shetty,5343.24,2023-03-22,IMPS,,,1
14157,Savitha Naik,Hanumanthappa Kattimani,1652259.28,2024-10-26,NEFT,,,0
14158,Bharath Shankar,Kumaraswamy Acharya,500,2023-12-10,Cash,525,1306,0
14159,Sharada Bangera,Pavan Joshi,7192.75,2024-07-24,NEFT,,,0
14160,Roopa Hegde,Ashok Poojary,4501.36,2024-12-12,UPI,1342,3361,0
14161,Naveen Raju,Shilpa Kattimani,2915.64,2024-10-22,Cash,341,824,0
14162,Vidya Kumari,Sunitha Kambli,4961.85,2024-08-07,IMPS,8690,19050,0
14163,Divya Nayak,Shivanand Patil,1361.17,2024-07-24,UPI,,,1
14164,Venkatesh Angadi,Bharath Bhat,1123.74,2023-09-17,IMPS,,,1
14165,Manoj Gupta,Lakshmi Savanur,686.84,2023-05-21,UPI,5456,12599,0
14166,Srinivas Siddi,Shivanand Kulkarni,1161.85,2023-03-06,UPI,2096,5264,0
14167,Radha Acharya,Sunitha Bangera,3251.16,2023-02-18,IMPS,,,0
14168,Deepa Reddy,Ambika Kattimani,1524.74,2023-12-12,Cash,1469,3690,0
14169,Meena Gowda,Pavan Rao,902759.0,2023-05-15,IMPS,1774,4441,1
14170,Kiran Ganiger,Shobha Murthy,4990.26,2023-07-17,Cash,1727,4316,1
14171,Chetan Naikar,Prakash Kulkarni,1098.28,2023-03-31,UPI,,,0
14172,Swathi Rao,Darshan Shankar,2926.35,2023-08-16,IMPS,8562,18766,0
14173,Indira Shankar,Parvathi Yadav,1604.09,2024-04-26,UPI,2359,5915,0
14174,Ganesh Ganiger,Suresh Ganiger,266131.6,2023-08-14,UPI,1861,4668,0
14175,Yogesh Raju,Umesh Savanur,10614.6,2023-01-06,IMPS,861,2146,0
14176,Suresh Nayak,Pavan Hegde,4877.72,2024-07-01,NEFT,263,627,1
14177,Sagar Bangera,Roopa Bagewadi,15090.92,2024-10-23,Cash,,,0
14178,Meena Murthy,Venkatesh Ganiger,18111.63,2024-09-12,IMPS,2887,7257,1
14179,Ashok Kumar,Nagesh Hegde,32545.93,2023-08-23,Cash,,,0
14180,Sunitha Hosamani,Vinay Shetty,8376.63,2024-09-29,Cash,5445,12580,0
14181,Sunitha Reddy,Ramesh Salian,49342.4,2023-08-24,IMPS,,,0
14182,Jyothi Bangera,Madhu Poojary,2242.34,2024-07-07,Cash,,,0
14183,Bharathi Bagewadi,Gopal Ganiger,25023.0,2023-05-08,NEFT,,,0
14184,Pooja Reddy,Pooja Kulkarni,12715.39,2024-03-25,NEFT,,,0
14185,Ganesh Bhat,Rekha Devi,5208.94,2023-05-01,Cash,,,0
14186,Basavaraj Prasad,Naveen Raju,14969.88,2024-03-22,NEFT,1874,4707,1
14187,Pushpa Salian,Pushpa Salian,71905.16,2023-01-08,IMPS,1246,3115,0
14188,Divya Reddy,Shivakumar Kumar,135982.73,2023-07-16,NEFT,2235,5613,1
14189,Prakash Prasad,Kavitha Swamy,4422.2,2024-12-21,NEFT,,,0
14190,Kamala Nayak,Shivanand Meti,11309.0,2024-05-04,IMPS,,,0
14191,Suma Gowda,Sunitha Shetty,24705.74,2023-07-19,IMPS,1228,3077,0
14192,Shivakumar Prasad,Hanumanthappa Rao,18915.16,2024-11-09,UPI,,,0
14193,Umesh Angadi,Radha Kumari,335061.61,2023-07-29,IMPS,99,229,0
14194,Chetan Shetty,Shankar Savanur,14331.67,2024-08-18,UPI,3282,8116,0
14195,Girish Raju,Basavaraj Nayak,90120.82,2024-02-01,UPI,,,0
14196,Indira Rao,Priya Kumari,983.29,2023-08-08,Cash,2611,6579,0
14197,Santosh Poojary,Sachin Naik,8663.78,2024-01-25,NEFT,,,0
14198,Shivanand Kumar,Prasad Kumar,500,2023-04-21,NEFT,257,614,0
14199,Rekha Shetty,Siddaraju Kulkarni,11500.52,2024-02-24,NEFT,,,0
14200,Sneha Naik,Deepa Naikar,278680.76,2024-04-30,Cash,3409,8386,0
14201,Pushpa Naik,Nagesh Poojary,1269.75,2023-01-22,IMPS,,,1
14202,Deepa Hegde,Siddaraju Prasad,3323.81,2024-07-31,NEFT,1331,3334,1
14203,Lakshman Savanur,Pavan Gowda,87914.6,2024-07-23,IMPS,9906,21524,0
14204,Yogesh Devi,Naveen Meti,5690.6,2023-09-03,NEFT,119,277,1
14205,Deepak Kulkarni,Nagesh Rao,36757.95,2024-08-13,IMPS,,,0
14206,Indira Rao,Shilpa Kattimani,2427.88,2024-11-28,IMPS,1999,5029,0
14207,Manjunath Ganiger,Jyothi Poojary,500,2024-12-08,NEFT,584,1462,1
14208,Ashok Poojary,Shobha Naikar,22353.5,2023-11-21,IMPS,,,0
14209,Vidya Kattimani,Anand Bhat,1035.8,2023-04-13,Cash,,,1
14210,Naveen Kumar,Mahesh Bangera,2554.55,2024-03-01,NEFT,3107,7747,0
14211,Vidya Nayak,Jagadish Salian,500,2023-09-01,Cash,,,0
14212,Bharath Lamani,Latha Rao,192702.48,2023-03-31,NEFT,,,0
14213,Prakash Ganiger,Siddaraju Hegde,8362.9,2023-09-30,NEFT,,,1
14214,Siddaraju Shankar,Rekha Kumar,152054.58,2023-11-09,NEFT,,,0
14215,Bharath Kattimani,Basavaraj Prasad,71838.72,2023-04-25,IMPS,42,101,1
14216,Shivakumar Lamani,Lakshmi Gowda,657.77,2024-04-17,UPI,5121,11928,1
14217,Umesh Kattimani,Ravi Shetty,247256.11,2024-11-13,IMPS,3108,7752,0
14218,Renuka Bagewadi,Suresh Ganiger,24419.77,2023-10-16,IMPS,2496,6272,1
14219,Vinay Salian,Krishna Hegde,500,2024-10-07,NEFT,,,0
14220,Gopal Gupta,Indira Naik,25297.58,2024-08-22,UPI,,,0
14221,Arun Desai,Girish Kambli,156263.6,2023-06-28,UPI,,,0
14222,Gopal Murthy,Ramesh Lamani,3373.74,2023-05-30,NEFT,704,1771,1
14223,Ganesh Ganiger,Manoj Prasad,1419.29,2024-01-04,Cash,,,0
14224,Basavaraj Prasad,Yashodha Ganiger,7421.15,2024-03-26,NEFT,1686,4211,0
14225,Shivakumar Bai,Vasantha Kumari,3690.05,2023-08-23,NEFT,,,0
14226,Basavaraj Murthy,Bharath Raju,9571.53,2023-11-27,UPI,,,0
14227,Pushpa Salian,Anitha Patil,10827.63,2023-10-03,UPI,1246,3115,0
14228,Sachin Bhat,Chetan Kumari,531.51,2023-05-14,NEFT,476,1187,1
14229,Sharada Bangera,Kavitha Patil,12877.38,2024-11-18,NEFT,,,0
14230,Renuka Savanur,Kamala Joshi,6434.86,2023-08-16,IMPS,531,1319,0
14231,Manjunath Swamy,Harish Naik,10830.61,2023-01-02,NEFT,1341,3355,0
14232,Lakshman Bangera,Madhu Acharya,2520.23,2023-01-12,UPI,6546,14760,0
14233,Darshan Savanur,Asha Yadav,18497.95,2023-01-25,NEFT,,,0
14234,Priya Kattimani,Sachin Hegde,1764.22,2024-11-13,IMPS,,,1
14235,Surya Hosamani,Krishna Meti,3272.8,2023-09-28,NEFT,2202,5532,0
14236,Sunitha Shetty,Ashok Reddy,24981.73,2023-10-26,NEFT,7819,17293,0
14237,Rajeshwari Desai,Meena Gowda,3813.41,2023-02-06,NEFT,9599,20901,0
14238,Umesh Savanur,Rajesh Lamani,500,2023-08-17,UPI,2838,7137,0
14239,Suresh Salian,Chandrashekar Salian,12202.39,2023-05-12,UPI,2030,5099,1
14240,Padma Bangera,Suresh Angadi,4725.27,2023-08-11,NEFT,1094,2730,1
14241,Ashok Gupta,Parvathi Shankar,7109.42,2023-05-22,UPI,,,0
14242,Swathi Salian,Prasad Salian,9914.74,2024-12-26,Cash,4067,9728,0
14243,Latha Kumar,Hanumanthappa Bai,51913.06,2023-01-30,Cash,256,609,1
14244,Nandini Swamy,Pavan Rao,6692.25,2023-09-10,Cash,1216,3042,1
14245,Manjunath Reddy,Suma Meti,66772.49,2023-07-21,UPI,,,0
14246,Kamala Nayak,Siddaraju Reddy,7490.99,2023-09-05,NEFT,242,572,1
14247,Vinay Savanur,Santosh Nayak,500,2024-05-08,UPI,,,1
14248,Savitha Meti,Basavaraj Nayak,593247.13,2023-10-24,Cash,,,0
14249,Nagaraj Raju,Meena Angadi,91816.47,2023-05-03,Cash,1400,3506,1
14250,Rajesh Kulkarni,Yashodha Naik,5562.48,2023-08-25,IMPS,1249,3126,0
14251,Hanumanthappa Savanur,Pushpa Naikar,95183.24,2023-05-06,Cash,2162,5434,0
14252,Chetan Salian,Suma Gowda,10265.85,2024-11-04,UPI,1358,3402,1
14253,Naveen Raju,Shankar Hosamani,3670.18,2024-09-16,IMPS,2451,6163,0
14254,Pooja Shetty,Geetha Nayak,1775.21,2024-03-23,UPI,340,818,0
14255,Ashok Angadi,Deepak Shankar,14224.29,2024-10-23,Cash,,,1
14256,Srinivas Kulkarni,Prasad Kambli,47614.27,2024-06-04,UPI,445,1111,1
14257,Yashodha Ganiger,Prasad Hegde,500,2023-09-19,IMPS,,,0
14258,Suma Naik,Roopa Salian,252494.57,2023-08-24,NEFT,8107,17879,0
14259,Siddaraju Salian,Anil Ganiger,126320.17,2024-08-06,Cash,,,0
14260,Jyothi Yadav,Anitha Hegde,10938.23,2024-06-11,NEFT,,,0
14261,Prasad Kumar,Ganesh Kattimani,23578.96,2024-01-22,NEFT,243,575,1
14262,Indira Rao,Anand Savanur,1143032.29,2023-07-07,UPI,2613,6582,0
14263,Shankar Kattimani,Yogesh Ganiger,130151.14,2024-01-26,IMPS,,,0
14264,Deepak Hegde,Vidya Raju,2193.64,2024-07-01,Cash,1573,3944,1
14265,Siddaraju Nayak,Ramesh Yadav,2152.98,2024-03-10,UPI,,,0
14266,Krishna Rao,Lakshman Bangera,9172.03,2023-08-23,Cash,,,0
14267,Manjunath Kattimani,Suma Devi,12141.86,2024-12-01,IMPS,1637,4088,0
14268,Renuka Kumari,Ganesh Ganiger,1724.1,2023-09-24,IMPS,221,519,0
14269,Ramesh Desai,Nandish Yadav,12530.44,2023-05-07,UPI,9400,20485,0
14270,Nandish Salian,Renuka Bagewadi,12997.73,2023-04-13,IMPS,2334,5851,0
14271,Pavan Hegde,Swathi Shetty,7300.63,2024-04-07,UPI,1006,2503,0
14272,Srinivas Hiremath,Deepak Savanur,11867.45,2024-06-22,Cash,,,0
14273,Ambika Devi,Parvathi Poojary,1652.76,2024-05-07,Cash,,,0
14274,Kiran Naikar,Basavaraj Kumar,84840.89,2023-12-08,UPI,,,0
14275,Suresh Angadi,Indira Rao,40086.55,2023-07-11,IMPS,576,1436,0
14276,Gopal Gupta,Parvathi Savanur,500,2023-09-27,IMPS,,,0
14277,Lakshmi Yadav,Basavaraj Kattimani,48114.99,2023-12-30,IMPS,,,0
14278,Jagadish Angadi,Saraswathi Bagewadi,3456.95,2024-01-21,UPI,2308,5785,0
14279,Deepa Bagewadi,Saraswathi Reddy,1374.01,2023-07-01,IMPS,2094,5258,0
14280,Anand Nayak,Krishna Kambli,3130.01,2023-06-19,UPI,879,2194,0
14281,Mahesh Joshi,Gopal Naik,3971.43,2023-01-26,Cash,,,0
14282,Venkatesh Prasad,Asha Devi,7414.31,2023-04-25,IMPS,,,0
14283,Sagar Joshi,Srinivas Kulkarni,705.77,2023-08-16,UPI,1225,3066,0
14284,Ramesh Devi,Roopa Hegde,3233.47,2023-06-26,Cash,297,711,0
14285,Umesh Bagewadi,Madhu Devi,82521.6,2024-03-19,IMPS,,,1
14286,Chandrashekar Salian,Ashok Hiremath,500,2023-11-25,Cash,,,0
14287,Jyothi Shankar,Kiran Nayak,6577.42,2023-01-12,IMPS,244,577,0
14288,Surya Ganiger,Saraswathi Bagewadi,6441.87,2024-10-29,IMPS,,,0
14289,Shivanand Shankar,Arun Gowda,1081.87,2024-12-08,NEFT,,,0
14290,Pushpa Hosamani,Kiran Reddy,3575.55,2023-06-11,NEFT,5915,13517,0
14291,Anand Shetty,Mangala Kumari,114380.59,2023-03-31,UPI,,,0
14292,Chetan Gupta,Chandrika Gupta,7545.52,2023-05-02,Cash,1651,4128,0
14293,Shivakumar Rao,Anil Bhat,9301.44,2024-09-07,UPI,,,0
14294,Sachin Bhat,Shilpa Devi,23092.62,2024-12-07,UPI,561,1397,1
14295,Sachin Shetty,Chandrika Gupta,11325.29,2023-03-11,IMPS,917,2290,1
14296,Kumaraswamy Meti,Anil Kumari,106365.18,2023-07-09,UPI,,,0
14297,Divya Reddy,Ashok Siddi,20792.9,2024-05-03,IMPS,,,0
14298,Hanumanthappa Meti,Krishna Kambli,691.83,2023-03-18,Cash,,,0
14299,Manoj Devi,Chetan Gupta,60299.3,2024-08-07,IMPS,,,0
14300,Kumaraswamy Hegde,Surya Hosamani,2714.3,2024-01-16,UPI,1576,3953,0
14301,Vishwanath Acharya,Renuka Swamy,48684.76,2024-07-12,NEFT,2724,6851,1
14302,Basavaraj Siddi,Darshan Gowda,2303.0,2023-08-24,IMPS,,,0
14303,Manjunath Bai,Suma Gowda,1371.39,2024-01-24,Cash,657,1651,1
14304,Yogesh Raju,Suma Meti,3311.05,2023-09-13,IMPS,880,2196,0
14305,Shankar Yadav,Yashodha Raju,20893.1,2023-06-12,UPI,5213,12107,0
14306,Meena Naikar,Bharathi Meti,24573.18,2024-09-26,UPI,896,2240,1
14307,Anil Rao,Asha Naik,500,2023-12-02,Cash,,,0
14308,Vishwanath Desai,Manjunath Angadi,724.2,2023-02-24,Cash,,,0
14309,Rajesh Devi,Rajeshwari Siddi,817.99,2023-09-22,NEFT,,,0
14310,Harish Kumari,Radha Raju,2889.92,2023-05-08,UPI,2149,5401,0
14311,Srinivas Gowda,Geetha Nayak,28179.76,2024-12-10,UPI,2577,6484,1
14312,Yogesh Yadav,Vidya Kattimani,7414.9,2023-11-02,NEFT,2788,7007,0
14313,Nagesh Kumari,Vinay Swamy,609.39,2023-02-01,Cash,782,1958,0
14314,Ashok Gupta,Mohan Poojary,22968.14,2023-01-24,IMPS,,,0
14315,Parvathi Reddy,Nandish Bhat,53518.59,2023-06-14,IMPS,,,0
14316,Shankar Hosamani,Radha Prasad,37238.31,2024-03-09,NEFT,5852,13389,0
14317,Yashodha Gowda,Kiran Hosamani,6169.81,2024-07-16,Cash,,,0
14318,Kumaraswamy Acharya,Basavaraj Ganiger,500,2023-10-22,NEFT,537,1338,0
14319,Sagar Reddy,Rajesh Bhat,890.55,2024-10-29,UPI,1383,3466,0
14320,Pushpa Naikar,Ramesh Angadi,145226.05,2024-06-02,Cash,1643,4105,1
14321,Sunitha Ganiger,Anand Murthy,91891.54,2024-10-14,NEFT,,,1
14322,Chandrika Bhat,Nandini Hosamani,26139.95,2023-06-18,Cash,2699,6796,1
14323,Kamala Gupta,Ramesh Prasad,64301.06,2024-10-02,NEFT,,,0
14324,Shilpa Savanur,Ashok Siddi,143533.19,2024-10-16,NEFT,3463,8505,0
14325,Padma Bagewadi,Manoj Bangera,693.79,2024-06-10,UPI,,,0
14326,Anand Bai,Harish Poojary,500,2023-03-15,UPI,,,0
14327,Latha Naik,Naveen Lamani,23502.44,2024-09-09,Cash,,,0
14328,Rajesh Angadi,Yashodha Shankar,23342.64,2024-01-15,NEFT,4989,11654,1
14329,Radha Prasad,Ramesh Bagewadi,3950.52,2023-02-16,NEFT,1642,4102,0
14330,Pavan Shetty,Vidya Salian,37235.75,2023-06-25,NEFT,961,2399,1
14331,Suma Meti,Mahesh Ganiger,925.19,2023-12-31,Cash,2095,5261,0
14332,Shankar Hosamani,Chetan Gupta,5257.34,2023-03-22,UPI,2479,6228,0
14333,Deepak Savanur,Deepak Angadi,212913.14,2023-05-20,NEFT,,,0
14334,Darshan Bhat,Deepa Kambli,593.27,2024-03-16,UPI,1914,4812,1
14335,Venkatesh Poojary,Manjunath Desai,1308.94,2024-12-09,UPI,1410,3537,0
14336,Mohan Poojary,Vishwanath Murthy,31863.95,2023-10-07,Cash,,,0
14337,Parvathi Kattimani,Madhu Naikar,7248.81,2024-09-04,Cash,4356,10338,0
14338,Padma Bagewadi,Shivakumar Hegde,1440.93,2024-04-22,IMPS,1326,3315,0
14339,Jyothi Bai,Kavitha Patil,882.56,2023-02-23,UPI,,,0
14340,Mohan Kattimani,Radha Joshi,46087.51,2023-04-19,IMPS,1841,4612,0
14341,Sunitha Bai,Darshan Hiremath,24713.59,2024-10-05,UPI,,,1
14342,Shobha Murthy,Nandini Hosamani,500,2024-12-28,IMPS,2239,5622,0
14343,Naveen Devi,Parvathi Rao,9905.99,2024-12-22,Cash,,,0
14344,Mohan Bangera,Saraswathi Kulkarni,41934.58,2023-05-22,IMPS,,,0
14345,Pavan Naikar,Mahesh Gowda,6033.73,2023-04-23,Cash,1448,3633,0
14346,Ashok Patil,Latha Kumari,13804.13,2023-11-20,NEFT,2513,6315,0
14347,Swathi Gowda,Manjunath Shetty,3446.01,2023-02-25,Cash,,,0
14348,Ramesh Shetty,Shivanand Shankar,103980.76,2023-08-03,Cash,,,0
14349,Jagadish Kumari,Anil Bhat,637057.52,2023-09-16,NEFT,1236,3091,0
14350,Santosh Kumari,Nandini Prasad,6196.73,2024-02-27,UPI,,,0
14351,Ashok Poojary,Basavaraj Desai,500,2023-10-18,UPI,1311,3281,0
14352,Savitha Lamani,Srinivas Hiremath,26329.97,2024-03-08,IMPS,,,0
14353,Pushpa Salian,Ambika Yadav,122203.11,2024-03-21,IMPS,1246,3115,1
14354,Mohan Gupta,Shilpa Ganiger,184314.72,2024-09-06,Cash,,,1
14355,Jyothi Prasad,Nagesh Hegde,4158.03,2023-02-23,NEFT,,,1
14356,Kumaraswamy Angadi,Harish Gupta,2801.09,2024-12-24,IMPS,865,2153,0
14357,Mahesh Gupta,Shivanand Gowda,7752.94,2024-12-24,UPI,2127,5346,0
14358,Deepak Kumar,Sunitha Kambli,10547.61,2024-07-31,NEFT,,,0
14359,Meena Murthy,Ramesh Naik,5014.65,2023-03-24,Cash,2973,7478,1
14360,Mangala Lamani,Gopal Naik,8800.89,2024-09-07,NEFT,1063,2646,1
14361,Roopa Bangera,Nagesh Gowda,28632.9,2023-04-21,IMPS,,,0
14362,Pushpa Naikar,Santosh Salian,14233.79,2024-06-20,UPI,1635,4079,0
14363,Bharath Shankar,Suma Bangera,7127.49,2023-10-21,UPI,,,0
14364,Srinivas Siddi,Lakshman Rao,7780.26,2024-06-18,NEFT,,,1
14365,Deepa Devi,Anand Gowda,500,2023-04-24,Cash,,,0
14366,Arun Shetty,Sunitha Shetty,19008.22,2024-09-23,NEFT,342,825,0
14367,Chetan Gupta,Girish Bagewadi,1354.7,2024-05-28,Cash,1121,2799,0
14368,Naveen Lamani,Ramesh Salian,23537.19,2023-03-06,UPI,,,0
14369,Ramesh Yadav,Venkatesh Gowda,9735.31,2023-10-13,UPI,,,0
14370,Manoj Gupta,Naveen Angadi,1188.31,2023-02-24,IMPS,,,0
14371,Madhu Kambli,Pooja Shetty,500,2024-02-26,UPI,,,0
14372,Ashok Poojary,Shivanand Hosamani,76147.47,2023-09-20,UPI,1311,3281,1
14373,Sachin Devi,Anil Hegde,11381.11,2023-08-03,NEFT,,,0
14374,Shilpa Shankar,Santosh Angadi,1691.12,2024-09-20,Cash,,,0
14375,Sagar Acharya,Rajesh Yadav,3005.65,2023-05-06,Cash,,,0
14376,Swathi Ganiger,Anil Murthy,2020.08,2023-12-09,NEFT,,,0
14377,Gopal Naik,Naveen Raju,10107.35,2024-01-16,NEFT,1058,2636,1
14378,Anil Reddy,Ashok Siddi,3425.96,2023-10-07,NEFT,6472,14601,1
14379,Lakshman Angadi,Jagadish Salian,500,2023-07-27,UPI,5216,12114,1
14380,Ravi Lamani,Shivakumar Kattimani,500,2024-01-01,UPI,,,0
14381,Ashok Hiremath,Basavaraj Ganiger,15715.82,2023-02-15,NEFT,827,2070,0
14382,Rajesh Savanur,Mohan Desai,38613.32,2023-07-31,UPI,,,0
14383,Siddaraju Reddy,Chandrika Angadi,21363.19,2024-09-20,UPI,1119,2792,0
14384,Basavaraj Ganiger,Lakshmi Lamani,31668.22,2023-12-01,UPI,,,1
14385,Mohan Kumar,Ganesh Kattimani,860896.84,2024-01-05,IMPS,193,449,0
14386,Lakshman Angadi,Arun Desai,52595.11,2024-06-06,NEFT,,,0
14387,Priya Hiremath,Meena Gowda,1457.81,2023-04-03,UPI,2393,6000,1
14388,Naveen Lamani,Deepa Bagewadi,1205.6,2023-01-05,IMPS,2740,6889,0
14389,Nagaraj Naik,Pavan Raju,46207.14,2024-08-27,NEFT,229,539,1
14390,Anil Bhat,Anand Savanur,9421.13,2024-12-07,NEFT,1870,4694,1
14391,Sneha Bhat,Darshan Naik,3842.41,2024-04-09,Cash,,,0
14392,Krishna Nayak,Savitha Savanur,42067.25,2024-08-14,NEFT,,,0
14393,Arun Angadi,Pavan Poojary,1083.14,2023-04-15,IMPS,,,1
14394,Umesh Savanur,Prasad Salian,571.35,2024-07-23,IMPS,2798,7031,0
14395,Priya Swamy,Sharada Desai,10455.67,2023-09-12,Cash,292,699,0
14396,Nandini Hosamani,Hanumanthappa Salian,630.38,2023-12-21,UPI,349,842,1
